,age,occupation,marital,education,housing_loan,personal_loan,contact,month,day,duration,contact_freq,days_passed,contact_bef,prev_outcome,emp_var_rate,cpi_index,cci_index,e3m,employees,subscription,prev_part
12069,27,self-employed,single,university.degree,yes,no,telephone,jun,fri,244.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12070,36,blue-collar,single,basic.4y,yes,no,telephone,jun,fri,250.0,8,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12071,42,admin.,single,high.school,no,no,telephone,jun,fri,140.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12074,28,blue-collar,married,high.school,no,no,telephone,jun,fri,216.0,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12077,35,technician,single,professional.course,no,no,telephone,jun,fri,397.0,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12078,29,blue-collar,single,basic.9y,yes,no,telephone,jun,fri,76.0,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12080,59,technician,divorced,basic.4y,yes,no,telephone,jun,fri,135.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12081,35,admin.,married,high.school,yes,no,telephone,jun,fri,131.0,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12082,42,blue-collar,married,basic.9y,yes,yes,telephone,jun,fri,102.0,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12084,30,entrepreneur,married,basic.9y,no,no,telephone,jun,fri,153.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12087,54,admin.,married,university.degree,yes,no,telephone,jun,fri,291.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12088,47,blue-collar,married,basic.9y,yes,no,telephone,jun,fri,185.0,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12090,35,blue-collar,married,basic.6y,no,no,telephone,jun,fri,281.0,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12091,49,housemaid,divorced,basic.4y,no,no,telephone,jun,fri,114.0,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12092,49,housemaid,married,basic.4y,no,yes,telephone,jun,fri,183.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12094,36,admin.,married,high.school,yes,yes,telephone,jun,fri,111.0,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12095,29,services,divorced,high.school,yes,no,telephone,jun,fri,56.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12096,30,entrepreneur,divorced,university.degree,no,no,telephone,jun,fri,101.0,5,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12097,44,blue-collar,single,basic.6y,no,no,telephone,jun,fri,247.0,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12098,28,technician,single,university.degree,no,no,telephone,jun,mon,125.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12099,40,blue-collar,married,basic.4y,yes,yes,telephone,jun,mon,322.0,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12100,39,technician,single,professional.course,yes,no,telephone,jun,mon,182.0,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12101,49,blue-collar,married,basic.4y,yes,no,telephone,jun,mon,117.0,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12102,31,blue-collar,married,basic.9y,yes,no,telephone,jun,mon,198.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12103,37,blue-collar,married,basic.9y,no,no,telephone,jun,mon,123.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12104,52,self-employed,married,professional.course,no,no,telephone,jun,mon,45.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12105,23,services,single,high.school,no,no,telephone,jun,mon,85.0,5,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12106,40,entrepreneur,divorced,university.degree,no,no,telephone,jun,mon,146.0,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12108,28,admin.,single,university.degree,no,no,telephone,jun,mon,103.0,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12110,35,admin.,married,university.degree,no,no,telephone,jun,mon,27.0,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12111,38,admin.,married,high.school,no,no,telephone,jun,mon,117.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12112,42,admin.,married,university.degree,no,no,telephone,jun,mon,124.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12114,33,self-employed,married,professional.course,yes,no,telephone,jun,mon,141.0,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12115,28,management,married,university.degree,no,no,telephone,jun,mon,138.0,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12117,23,admin.,married,professional.course,no,yes,telephone,jun,mon,266.0,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12119,39,unemployed,married,basic.4y,no,no,telephone,jun,mon,203.0,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12120,32,self-employed,divorced,professional.course,yes,no,telephone,jun,mon,118.0,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12122,39,admin.,single,high.school,yes,yes,telephone,jun,mon,98.0,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12123,39,admin.,single,high.school,no,no,telephone,jun,mon,202.0,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12124,39,admin.,single,high.school,no,yes,telephone,jun,mon,158.0,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12125,27,technician,single,university.degree,yes,no,telephone,jun,mon,224.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12126,28,self-employed,single,university.degree,yes,no,telephone,jun,mon,73.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12127,54,technician,divorced,basic.9y,yes,no,telephone,jun,mon,111.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12129,29,blue-collar,married,basic.6y,no,no,telephone,jun,mon,69.0,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12131,38,technician,single,university.degree,yes,no,telephone,jun,mon,104.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12132,44,technician,married,university.degree,no,no,telephone,jun,mon,252.0,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12133,53,technician,married,basic.9y,no,no,telephone,jun,mon,1049.0,6,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,yes,0
12135,31,housemaid,married,basic.4y,no,no,telephone,jun,mon,260.0,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12136,41,blue-collar,married,basic.4y,yes,yes,telephone,jun,mon,450.0,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,0
12137,41,entrepreneur,married,university.degree,yes,yes,telephone,jul,tue,381.0,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12139,25,services,married,high.school,yes,no,telephone,jul,tue,479.0,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,yes,0
12140,41,blue-collar,married,basic.4y,yes,no,telephone,jul,tue,281.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12141,53,management,married,university.degree,no,yes,telephone,jul,tue,128.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12143,56,retired,married,basic.4y,yes,no,telephone,jul,tue,58.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12144,41,services,single,high.school,yes,no,telephone,jul,tue,108.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12146,28,admin.,married,high.school,yes,no,telephone,jul,tue,54.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12147,28,admin.,married,high.school,no,no,telephone,jul,tue,249.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12148,33,blue-collar,married,basic.4y,yes,no,telephone,jul,tue,102.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12149,29,self-employed,married,university.degree,no,no,telephone,jul,tue,215.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12152,40,blue-collar,married,basic.9y,yes,no,telephone,jul,tue,428.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12153,34,technician,single,professional.course,yes,no,telephone,jul,tue,157.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12154,37,technician,married,professional.course,yes,no,telephone,jul,tue,242.0,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12155,28,blue-collar,single,basic.6y,no,no,telephone,jul,tue,117.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12156,45,blue-collar,married,basic.9y,yes,no,telephone,jul,tue,80.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12157,28,blue-collar,married,basic.6y,no,no,telephone,jul,tue,36.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12158,36,blue-collar,married,basic.9y,no,no,telephone,jul,tue,89.0,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12159,26,unemployed,single,high.school,no,no,telephone,jul,tue,173.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12160,38,blue-collar,married,basic.4y,no,no,telephone,jul,tue,150.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12161,38,blue-collar,married,basic.4y,no,no,telephone,jul,tue,292.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12164,56,services,divorced,high.school,no,yes,telephone,jul,tue,150.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12168,36,technician,married,high.school,no,no,telephone,jul,tue,426.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12169,58,management,married,university.degree,no,no,telephone,jul,tue,55.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12170,41,housemaid,married,high.school,no,yes,telephone,jul,tue,86.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12171,43,technician,single,professional.course,yes,yes,telephone,jul,tue,359.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12172,37,admin.,married,high.school,no,no,telephone,jul,tue,305.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12174,55,blue-collar,married,basic.4y,yes,no,telephone,jul,tue,92.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12175,55,blue-collar,married,basic.4y,yes,no,telephone,jul,tue,86.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12178,42,admin.,married,basic.6y,no,no,telephone,jul,tue,340.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12179,37,services,divorced,high.school,no,no,telephone,jul,tue,125.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12181,35,blue-collar,married,basic.6y,no,no,telephone,jul,tue,196.0,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12182,47,retired,married,basic.4y,no,no,telephone,jul,tue,484.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12183,32,admin.,married,university.degree,no,no,telephone,jul,tue,56.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12184,47,blue-collar,divorced,basic.9y,no,no,telephone,jul,tue,245.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12185,57,retired,divorced,university.degree,no,no,telephone,jul,tue,156.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12186,57,self-employed,married,professional.course,yes,yes,telephone,jul,tue,221.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12187,54,retired,married,high.school,yes,yes,telephone,jul,tue,1992.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12188,41,services,single,professional.course,yes,no,telephone,jul,tue,143.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12189,35,admin.,married,high.school,yes,yes,telephone,jul,tue,157.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12190,27,entrepreneur,single,university.degree,yes,no,telephone,jul,tue,420.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12191,40,blue-collar,married,basic.9y,no,yes,telephone,jul,tue,1135.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,yes,0
12192,40,admin.,married,high.school,no,yes,telephone,jul,tue,289.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12193,53,technician,married,professional.course,yes,no,telephone,jul,tue,307.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12194,53,services,married,basic.9y,yes,no,telephone,jul,tue,723.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,0
12195,42,management,married,university.degree,no,yes,telephone,jul,tue,650.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,yes,0
12196,43,blue-collar,single,basic.4y,no,no,telephone,jul,wed,660.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12197,26,blue-collar,married,university.degree,no,no,telephone,jul,wed,63.0,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12198,40,admin.,divorced,high.school,no,no,telephone,jul,wed,96.0,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12200,46,housemaid,married,basic.4y,yes,no,telephone,jul,wed,220.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12201,41,blue-collar,married,basic.6y,no,no,telephone,jul,wed,144.0,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12202,36,technician,single,high.school,no,no,telephone,jul,wed,97.0,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12204,43,technician,single,professional.course,no,no,telephone,jul,wed,44.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12205,50,blue-collar,divorced,basic.9y,no,no,telephone,jul,wed,79.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12207,30,blue-collar,single,high.school,no,no,telephone,jul,wed,71.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12208,47,technician,married,professional.course,no,no,telephone,jul,wed,348.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12209,49,technician,single,high.school,yes,no,telephone,jul,wed,144.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12210,28,unemployed,single,high.school,yes,no,telephone,jul,wed,203.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12211,31,services,single,high.school,no,no,telephone,jul,wed,106.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12213,28,services,married,high.school,no,no,telephone,jul,wed,60.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12214,28,management,married,university.degree,yes,no,telephone,jul,wed,134.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12215,28,admin.,single,university.degree,yes,yes,telephone,jul,wed,108.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12216,38,services,divorced,basic.9y,yes,no,telephone,jul,wed,33.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12217,30,self-employed,married,university.degree,yes,yes,telephone,jul,wed,957.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12218,46,services,married,high.school,no,no,telephone,jul,wed,83.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0
12220,51,services,married,high.school,yes,no,telephone,jul,thu,158.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12221,45,management,single,university.degree,no,yes,telephone,jul,thu,269.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12224,48,entrepreneur,married,basic.6y,yes,no,telephone,jul,thu,202.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12225,32,housemaid,married,basic.9y,no,no,telephone,jul,thu,149.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12226,30,blue-collar,divorced,basic.4y,yes,yes,telephone,jul,thu,111.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12227,56,management,married,university.degree,yes,no,telephone,jul,thu,188.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12228,29,admin.,single,university.degree,yes,no,telephone,jul,thu,211.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12229,43,blue-collar,married,basic.9y,yes,no,telephone,jul,thu,24.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12230,29,technician,single,university.degree,yes,no,telephone,jul,thu,109.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12232,39,technician,single,professional.course,yes,no,telephone,jul,thu,452.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12233,52,retired,divorced,professional.course,no,no,telephone,jul,thu,269.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12234,39,technician,single,professional.course,no,no,telephone,jul,thu,206.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12235,40,blue-collar,married,basic.9y,yes,no,telephone,jul,thu,228.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12236,53,blue-collar,married,basic.9y,no,no,telephone,jul,thu,183.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12237,30,blue-collar,single,basic.4y,no,no,telephone,jul,thu,267.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12238,36,blue-collar,married,basic.9y,no,no,telephone,jul,thu,414.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12239,28,blue-collar,married,high.school,yes,no,telephone,jul,thu,60.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12242,38,blue-collar,married,high.school,yes,no,telephone,jul,thu,125.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12244,45,admin.,married,high.school,no,no,telephone,jul,thu,172.0,10,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12245,58,technician,married,university.degree,no,no,telephone,jul,thu,84.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12246,41,admin.,married,high.school,no,no,telephone,jul,thu,412.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12248,42,blue-collar,married,basic.9y,no,no,telephone,jul,thu,130.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12249,53,technician,divorced,professional.course,no,no,telephone,jul,thu,115.0,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12254,57,housemaid,divorced,basic.6y,yes,no,telephone,jul,thu,51.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12255,39,admin.,single,high.school,no,no,telephone,jul,thu,89.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12256,39,admin.,single,high.school,no,no,telephone,jul,thu,108.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12257,39,admin.,single,high.school,no,no,telephone,jul,thu,97.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12258,43,management,married,university.degree,no,yes,telephone,jul,thu,203.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12262,29,admin.,single,university.degree,no,no,telephone,jul,thu,42.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12263,37,technician,married,basic.9y,yes,no,telephone,jul,thu,991.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12264,34,admin.,divorced,university.degree,no,no,telephone,jul,thu,676.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,yes,0
12265,34,management,married,university.degree,yes,no,telephone,jul,thu,652.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12266,29,blue-collar,divorced,high.school,yes,no,telephone,jul,thu,178.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12267,52,housemaid,single,basic.4y,yes,no,telephone,jul,thu,306.0,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12268,24,admin.,single,high.school,yes,yes,telephone,jul,thu,354.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12269,27,services,married,basic.9y,no,no,telephone,jul,thu,100.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12270,30,technician,married,professional.course,yes,no,telephone,jul,thu,501.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12271,34,blue-collar,married,basic.6y,yes,no,telephone,jul,thu,93.0,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12273,57,housemaid,married,basic.4y,yes,no,telephone,jul,thu,381.0,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12274,32,services,married,high.school,yes,no,telephone,jul,thu,251.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12275,37,technician,married,basic.9y,no,no,telephone,jul,thu,515.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12276,38,blue-collar,married,basic.6y,yes,no,telephone,jul,thu,389.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12277,50,entrepreneur,married,professional.course,yes,no,telephone,jul,thu,155.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12280,34,blue-collar,married,basic.9y,yes,no,telephone,jul,thu,225.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12281,30,services,married,basic.9y,no,yes,telephone,jul,thu,172.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
12282,25,services,single,high.school,yes,no,telephone,jul,thu,202.0,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0
